product_id,product_name,img_url,category,currency,price,standardised_price_eur,color,fit,composition,gender,country,region,brand_name,shop,sizes,standard_sizes,min_size,max_size,style label,material quality label,XXS,XS,S,M,L,XL,2XL,3XL,4XL,5XL,6XL
205346490,Love Moschino cropped knitted top in lilac,images.asos-media.com/products/love-moschino-cropped-knitted-top-in-lilac/205346490-1-orchidrose,tops,EUR,217.99,217.99,orchid rose,regular fit, cotton,female,norway,eu,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46",M/ L/ XL/ S/2XL,S,2XL,casual,medium,0,0,1,1,1,1,1,0,0,0,0
205346490,Love Moschino cropped knitted top in lilac,images.asos-media.com/products/love-moschino-cropped-knitted-top-in-lilac/205346490-1-orchidrose,tops,HKD,1755.99,210.719,orchid rose,regular fit, cotton,female,hong kong,asia,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46",M/ L/ XL/ S/2XL,S,2XL,casual,medium,0,0,1,1,1,1,1,0,0,0,0
205346508,Love Moschino crewneck heart detail logo sweater in black and white,images.asos-media.com/products/love-moschino-crewneck-heart-detail-logo-sweater-in-black-and-white/205346508-1-blackwhite,cardigan,EUR,239.99,239.99,black+white,regular fit, cotton,female,norway,eu,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,medium,0,0,1,1,1,1,1,1,0,0,0
205346508,Love Moschino crewneck heart detail logo sweater in black and white,images.asos-media.com/products/love-moschino-crewneck-heart-detail-logo-sweater-in-black-and-white/205346508-1-blackwhite,cardigan,HKD,1933.99,232.079,black+white,regular fit, cotton,female,hong kong,asia,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,medium,0,0,1,1,1,1,1,1,0,0,0
205346509,Love Moschino broken heart logo t shirt in white,images.asos-media.com/products/love-moschino-broken-heart-logo-t-shirt-in-white/205346509-1-opticalwhite,tops,EUR,72.99,72.99,optical white,regular fit, cotton,female,norway,eu,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,medium,0,0,1,1,1,1,1,1,0,0,0
205346509,Love Moschino broken heart logo t shirt in white,images.asos-media.com/products/love-moschino-broken-heart-logo-t-shirt-in-white/205346509-1-opticalwhite,tops,HKD,588.99,70.679,optical white,regular fit, cotton,female,hong kong,asia,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,medium,0,0,1,1,1,1,1,1,0,0,0
205346511,Love Moschino heart logo t shirt in white,images.asos-media.com/products/love-moschino-heart-logo-t-shirt-in-white/205346511-1-opticalwhite,tops,EUR,87.99,87.99,optical white,regular fit, cotton   spandex,female,norway,eu,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,medium,0,0,1,1,1,1,1,1,0,0,0
205346511,Love Moschino heart logo t shirt in white,images.asos-media.com/products/love-moschino-heart-logo-t-shirt-in-white/205346511-1-opticalwhite,tops,HKD,699.99,83.999,optical white,regular fit, cotton   spandex,female,hong kong,asia,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,medium,0,0,1,1,1,1,1,1,0,0,0
205346532,Love Moschino check heart t shirt in black and white,images.asos-media.com/products/love-moschino-check-heart-t-shirt-in-black-and-white/205346532-1-opticalwhite,tops,EUR,94.99,94.99,optical white,regular fit, cotton   spandex,female,norway,eu,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,high,0,0,1,1,1,1,1,1,0,0,0
205346532,Love Moschino check heart t shirt in black and white,images.asos-media.com/products/love-moschino-check-heart-t-shirt-in-black-and-white/205346532-1-opticalwhite,tops,HKD,766.99,92.039,optical white,regular fit, cotton   spandex,female,hong kong,asia,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,high,0,0,1,1,1,1,1,1,0,0,0
205346533,Love Moschino straight leg jeans co-ord with heart pocket detail in white,images.asos-media.com/products/love-moschino-straight-leg-jeans-co-ord-with-heart-pocket-detail-in-white/205346533-1-white,jeans,EUR,225.99,225.99,white,None, cotton   spandex,female,norway,eu,Love Moschino,Asos,"W32, W31, W27, W29, W28, W30, W26",S/ XL/ M/ L,S,XL,basic,medium,0,0,1,1,1,1,0,0,0,0,0
205346544,Love Moschino heart logo sweatshirt in white,images.asos-media.com/products/love-moschino-heart-logo-sweatshirt-in-white/205346544-1-opticalwhite,tshirts,EUR,159.99,159.99,optical white,regular fit, cotton   spandex,female,norway,eu,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,medium,0,0,1,1,1,1,1,1,0,0,0
205346570,Love Moschino box logo t shirt in black,images.asos-media.com/products/love-moschino-box-logo-t-shirt-in-black/205346570-1-black,tops,EUR,94.99,94.99,black,regular fit, cotton,female,norway,eu,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,high,0,0,1,1,1,1,1,1,0,0,0
205346576,Love Moschino striped t shirt dress in multi,images.asos-media.com/products/love-moschino-striped-t-shirt-dress-in-multi/205346576-1-multi,dress,EUR,137.99,137.99,multi,regular fit, cotton,female,norway,eu,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,low,0,0,1,1,1,1,1,1,0,0,0
205346576,Love Moschino striped t shirt dress in multi,images.asos-media.com/products/love-moschino-striped-t-shirt-dress-in-multi/205346576-1-multi,dress,HKD,1111.99,133.439,multi,regular fit, cotton,female,hong kong,asia,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,low,0,0,1,1,1,1,1,1,0,0,0
205346577,Love Moschino graphic print t shirt in  red,images.asos-media.com/products/love-moschino-graphic-print-t-shirt-in-red/205346577-1-red,tops,EUR,94.99,94.99,red,regular fit, cotton,female,norway,eu,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,medium,0,0,1,1,1,1,1,1,0,0,0
205346599,Love Moschino heart logo t shirt in black,images.asos-media.com/products/love-moschino-heart-logo-t-shirt-in-black/205346599-1-black,tops,EUR,94.99,94.99,black,regular fit, cotton,female,norway,eu,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,high,0,0,1,1,1,1,1,1,0,0,0
205346599,Love Moschino heart logo t shirt in black,images.asos-media.com/products/love-moschino-heart-logo-t-shirt-in-black/205346599-1-black,tops,HKD,766.99,92.039,black,regular fit, cotton,female,hong kong,asia,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,high,0,0,1,1,1,1,1,1,0,0,0
205346600,Love Moschino optical print t shirt in black,images.asos-media.com/products/love-moschino-optical-print-t-shirt-in-black/205346600-1-black,tops,EUR,94.99,94.99,black,regular fit, cotton,female,norway,eu,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,medium,0,0,1,1,1,1,1,1,0,0,0
205346600,Love Moschino optical print t shirt in black,images.asos-media.com/products/love-moschino-optical-print-t-shirt-in-black/205346600-1-black,tops,HKD,766.99,92.039,black,regular fit, cotton,female,hong kong,asia,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,medium,0,0,1,1,1,1,1,1,0,0,0
205346612,Love Moschino cropped denim jacket co-ord with heart stitch detail in black,images.asos-media.com/products/love-moschino-cropped-denim-jacket-co-ord-with-heart-stitch-detail-in-black/205346612-1-black,jackets,EUR,326.99,326.99,black,regular fit, cotton   spandex,female,norway,eu,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,medium,0,0,1,1,1,1,1,1,0,0,0
205346650,Love Moschino hole detail mini denim skirt co-ord in dark blue,images.asos-media.com/products/love-moschino-hole-detail-mini-denim-skirt-co-ord-in-dark-blue/205346650-1-navy,skirts,EUR,203.99,203.99,navy,regular fit, cotton,female,norway,eu,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46",M/ L/ XL/ S/2XL,S,2XL,special occasion,medium,0,0,1,1,1,1,1,0,0,0,0
205346650,Love Moschino hole detail mini denim skirt co-ord in dark blue,images.asos-media.com/products/love-moschino-hole-detail-mini-denim-skirt-co-ord-in-dark-blue/205346650-1-navy,skirts,HKD,1633.99,196.079,navy,regular fit, cotton,female,hong kong,asia,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46",M/ L/ XL/ S/2XL,S,2XL,special occasion,medium,0,0,1,1,1,1,1,0,0,0,0
205346656,Love Moschino fitted logo hoodie co-ord in black,images.asos-media.com/products/love-moschino-fitted-logo-hoodie-co-ord-in-black/205346656-1-black,tshirts,EUR,203.99,203.99,black,regular fit, cotton   spandex,female,norway,eu,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,medium,0,0,1,1,1,1,1,1,0,0,0
205346669,Love Moschino panelled high waisted wide leg jeans in blue,images.asos-media.com/products/love-moschino-panelled-high-waisted-wide-leg-jeans-in-blue/205346669-1-blue,jeans,EUR,254.99,254.99,blue,None, cotton,female,norway,eu,Love Moschino,Asos,"W29, W27, W30, W31, W32, W26, W28", S/ XL/ L/M,S,XL,casual,low,0,0,1,1,1,1,0,0,0,0,0
205346672,Love Moschino heart stud detail skinny jeans in dark wash,images.asos-media.com/products/love-moschino-heart-stud-detail-skinny-jeans-in-dark-wash/205346672-1-navy,jeans,EUR,174.99,174.99,navy,slim fit, cotton   polyester   spandex,female,norway,eu,Love Moschino,Asos,"W31, W29, W30, W32, W28, W26, W27", S/ XL/ L/M,S,XL,casual,medium,0,0,1,1,1,1,0,0,0,0,0
205346716,Love Moschino pleated mini skirt in black,images.asos-media.com/products/love-moschino-pleated-mini-skirt-in-black/205346716-1-black,skirts,EUR,137.99,137.99,black,regular fit, polyester   spandex,female,norway,eu,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46",M/ L/ XL/ S/2XL,S,2XL,casual,medium,0,0,1,1,1,1,1,0,0,0,0
205346718,Love Moschino mini denim skirt with heart pocket detail in dark blue,images.asos-media.com/products/love-moschino-mini-denim-skirt-with-heart-pocket-detail-in-dark-blue/205346718-1-navy,skirts,EUR,225.99,225.99,navy,regular fit, cotton   polyester   spandex,female,norway,eu,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46",M/ L/ XL/ S/2XL,S,2XL,casual,medium,0,0,1,1,1,1,1,0,0,0,0
205346718,Love Moschino mini denim skirt with heart pocket detail in dark blue,images.asos-media.com/products/love-moschino-mini-denim-skirt-with-heart-pocket-detail-in-dark-blue/205346718-1-navy,skirts,HKD,1811.99,217.439,navy,regular fit, cotton   polyester   spandex,female,hong kong,asia,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46",M/ L/ XL/ S/2XL,S,2XL,casual,medium,0,0,1,1,1,1,1,0,0,0,0
205346719,Love Moschino italic logo t shirt dress in black,images.asos-media.com/products/love-moschino-italic-logo-t-shirt-dress-in-black/205346719-1-black,dress,EUR,137.99,137.99,black,regular fit, cotton,female,norway,eu,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,medium,0,0,1,1,1,1,1,1,0,0,0
205346719,Love Moschino italic logo t shirt dress in black,images.asos-media.com/products/love-moschino-italic-logo-t-shirt-dress-in-black/205346719-1-black,dress,HKD,1111.99,133.439,black,regular fit, cotton,female,hong kong,asia,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,medium,0,0,1,1,1,1,1,1,0,0,0
205346733,Love Moschino adjustable waist detail sweatshirt in red,images.asos-media.com/products/love-moschino-adjustable-waist-detail-sweatshirt-in-red/205346733-1-red,tshirts,EUR,159.99,159.99,red,regular fit, cotton   spandex,female,norway,eu,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46",M/ L/ XL/ S/2XL,S,2XL,casual,medium,0,0,1,1,1,1,1,0,0,0,0
205346736,Love Moschino graphic print t shirt in black,images.asos-media.com/products/love-moschino-graphic-print-t-shirt-in-black/205346736-1-black,tops,EUR,94.99,94.99,black,regular fit, cotton,female,norway,eu,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,medium,0,0,1,1,1,1,1,1,0,0,0
205346736,Love Moschino graphic print t shirt in black,images.asos-media.com/products/love-moschino-graphic-print-t-shirt-in-black/205346736-1-black,tops,HKD,766.99,92.039,black,regular fit, cotton,female,hong kong,asia,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,medium,0,0,1,1,1,1,1,1,0,0,0
205346764,Love Moschino heart logo sweatshirt co-ord in black,images.asos-media.com/products/love-moschino-heart-logo-sweatshirt-co-ord-in-black/205346764-1-black,tshirts,EUR,159.99,159.99,black,regular fit, cotton   spandex,female,norway,eu,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,medium,0,0,1,1,1,1,1,1,0,0,0
205346764,Love Moschino heart logo sweatshirt co-ord in black,images.asos-media.com/products/love-moschino-heart-logo-sweatshirt-co-ord-in-black/205346764-1-black,tshirts,HKD,1288.99,154.679,black,regular fit, cotton   spandex,female,hong kong,asia,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,medium,0,0,1,1,1,1,1,1,0,0,0
205346765,Love Moschino italic logo t shirt in white,images.asos-media.com/products/love-moschino-italic-logo-t-shirt-in-white/205346765-1-opticalwhite,tops,EUR,94.99,94.99,optical white,regular fit, cotton,female,norway,eu,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,medium,0,0,1,1,1,1,1,1,0,0,0
205346765,Love Moschino italic logo t shirt in white,images.asos-media.com/products/love-moschino-italic-logo-t-shirt-in-white/205346765-1-opticalwhite,tops,HKD,766.99,92.039,optical white,regular fit, cotton,female,hong kong,asia,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,medium,0,0,1,1,1,1,1,1,0,0,0
205346771,Love Moschino t shirt dress in black,images.asos-media.com/products/love-moschino-t-shirt-dress-in-black/205346771-1-black,dress,EUR,116.99,116.99,black,regular fit, cotton,female,norway,eu,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,high,0,0,1,1,1,1,1,1,0,0,0
205346771,Love Moschino t shirt dress in black,images.asos-media.com/products/love-moschino-t-shirt-dress-in-black/205346771-1-black,dress,HKD,933.99,112.079,black,regular fit, cotton,female,hong kong,asia,Love Moschino,Asos,"IT 38, IT 40, IT 42, IT 44, IT 46, IT 48",M/ L/ XL/ S/2XL/ 3XL,S,3XL,casual,high,0,0,1,1,1,1,1,1,0,0,0
205415474,ASOS LUXE Curve organza long sleeve top with bow detail and cami in pink,images.asos-media.com/products/asos-luxe-curve-organza-long-sleeve-top-with-bow-detail-and-cami-in-pink/205415474-1-pink,tops,EUR,59.99,59.99,pink,regular fit, polyester,female,norway,eu,ASOS Luxe,Asos,"EU 44, EU 46, EU 48, EU 50, EU 52, EU 54, EU 56, EU 58",4XL/3XL/ 6XL/ 5XL,3XL,6XL,special occasion,low,0,0,0,0,0,0,0,1,1,1,1
205415474,ASOS LUXE Curve organza long sleeve top with bow detail and cami in pink,images.asos-media.com/products/asos-luxe-curve-organza-long-sleeve-top-with-bow-detail-and-cami-in-pink/205415474-1-pink,tops,HKD,566.99,68.039,pink,regular fit, polyester,female,hong kong,asia,ASOS Luxe,Asos,"UK 16, UK 18, UK 20, UK 22, UK 24, UK 26, UK 28, UK 30",4XL/3XL/ 6XL/ 5XL,3XL,6XL,special occasion,low,0,0,0,0,0,0,0,1,1,1,1
205415478,ASOS LUXE organza long sleeve top with bow detail and cami in black,images.asos-media.com/products/asos-luxe-organza-long-sleeve-top-with-bow-detail-and-cami-in-black/205415478-1-black,tops,EUR,59.99,59.99,black,regular fit, polyester,female,norway,eu,ASOS Luxe,Asos,"EU 30, EU 32, EU 34, EU 36, EU 38, EU 40, EU 42, EU 44",M/ L/ XS/ XXS/ XL/ S/2XL/ 3XL,XXS,3XL,special occasion,medium,1,1,1,1,1,1,1,1,0,0,0
205415478,ASOS LUXE organza long sleeve top with bow detail and cami in black,images.asos-media.com/products/asos-luxe-organza-long-sleeve-top-with-bow-detail-and-cami-in-black/205415478-1-black,tops,HKD,566.99,68.039,black,regular fit, polyester,female,hong kong,asia,ASOS Luxe,Asos,"UK 4, UK 6, UK 8, UK 10, UK 12, UK 14, UK 16, UK 18",M/ L/ XS/ XL/ S/ 4XL/2XL/ 3XL,XS,4XL,special occasion,medium,0,1,1,1,1,1,1,1,1,0,0
205232348,ASOS LUXE co-ord jacquard off shoulder crop top in green and gold floral,images.asos-media.com/products/asos-luxe-co-ord-jacquard-off-shoulder-crop-top-in-green-and-gold-floral/205232348-1-greenfloralprint,tops,EUR,69.99,69.99,green floral print,regular fit, polyester   elastane   polyester   metallised   nylon,female,norway,eu,ASOS Luxe,Asos,"EU 30, EU 32, EU 34, EU 36, EU 38, EU 40, EU 42, EU 44",M/ L/ XS/ XXS/ XL/ S/2XL/ 3XL,XXS,3XL,special occasion,medium,1,1,1,1,1,1,1,1,0,0,0
205232348,ASOS LUXE co-ord jacquard off shoulder crop top in green and gold floral,images.asos-media.com/products/asos-luxe-co-ord-jacquard-off-shoulder-crop-top-in-green-and-gold-floral/205232348-1-greenfloralprint,tops,HKD,644.99,77.399,green floral print,regular fit, polyester   elastane   polyester   metallised   nylon,female,hong kong,asia,ASOS Luxe,Asos,"UK 4, UK 6, UK 8, UK 10, UK 12, UK 14, UK 16, UK 18",M/ L/ XS/ XL/ S/ 4XL/2XL/ 3XL,XS,4XL,special occasion,medium,0,1,1,1,1,1,1,1,1,0,0
205232388,ASOS LUXE co-ord jacquard midi skirt with godet detail in green and gold floral,images.asos-media.com/products/asos-luxe-co-ord-jacquard-midi-skirt-with-godet-detail-in-green-and-gold-floral/205232388-1-greenfloralprint,skirts,EUR,109,109,green floral print,slim fit, polyester   elastane   polyester   metallised   nylon,female,norway,eu,ASOS Luxe,Asos,"EU 30, EU 32, EU 34, EU 36, EU 38, EU 40, EU 42, EU 44",M/ L/ XS/ XXS/ XL/ S/2XL/ 3XL,XXS,3XL,special occasion,high,1,1,1,1,1,1,1,1,0,0,0
205232388,ASOS LUXE co-ord jacquard midi skirt with godet detail in green and gold floral,images.asos-media.com/products/asos-luxe-co-ord-jacquard-midi-skirt-with-godet-detail-in-green-and-gold-floral/205232388-1-greenfloralprint,skirts,HKD,877.99,105.359,green floral print,slim fit, polyester   elastane   polyester   metallised   nylon,female,hong kong,asia,ASOS Luxe,Asos,"UK 4, UK 6, UK 8, UK 10, UK 12, UK 14, UK 16, UK 18",M/ L/ XS/ XL/ S/ 4XL/2XL/ 3XL,XS,4XL,special occasion,high,0,1,1,1,1,1,1,1,1,0,0
205128532,Armani Exchange longline quilted jacket in off white,images.asos-media.com/products/armani-exchange-longline-quilted-jacket-in-off-white/205128532-1-white,jackets,HKD,2716.66,325.999,white,regular fit, polyamide,female,hong kong,asia,Armani Exchange,Asos,"XS, S, M, L, XL",L/ M/ XS/ XL/ S,XS,XL,casual,medium,0,1,1,1,1,1,0,0,0,0,0
205128474,Armani Exchange velour jumpsuit in black,images.asos-media.com/products/armani-exchange-velour-jumpsuit-in-black/205128474-1-black,jumpsuit,HKD,1750,210,black,regular fit, polyester   elastane,female,hong kong,asia,Armani Exchange,Asos,"XS, M",XS/ M,XS,M,special occasion,medium,0,1,0,1,0,0,0,0,0,0,0
205128352,Armani Exchange overshirt in light pink,images.asos-media.com/products/armani-exchange-overshirt-in-light-pink/205128352-1-pink,tops,HKD,2427.78,291.334,pink,oversized fit, polyester,female,hong kong,asia,Armani Exchange,Asos,"XS, S, M, L, XL",L/ M/ XS/ XL/ S,XS,XL,casual,medium,0,1,1,1,1,1,0,0,0,0,0
204378680,Armani Exchange crop t-shirt in white,images.asos-media.com/products/armani-exchange-crop-t-shirt-in-white/204378680-1-white,tops,HKD,611.99,73.439,white,regular fit, cotton,female,hong kong,asia,Armani Exchange,Asos,"XS, S, M, L, XL, 2XL",M/ L/ XS/ XL/ S/2XL,XS,2XL,casual,medium,0,1,1,1,1,1,1,0,0,0,0
205128421,Armani Exchange logo t-shirt in black,images.asos-media.com/products/armani-exchange-logo-t-shirt-in-black/205128421-1-black,tops,HKD,766.99,92.039,black,regular fit, cotton,female,hong kong,asia,Armani Exchange,Asos,"XS, S, M, L, XL, 2XL",M/ L/ XS/ XL/ S/2XL,XS,2XL,casual,high,0,1,1,1,1,1,1,0,0,0,0
205128517,Armani Exchange stripe hoodie in off white,images.asos-media.com/products/armani-exchange-stripe-hoodie-in-off-white/205128517-1-white,tshirts,HKD,1866.99,224.039,white,regular fit, polyester   cotton,female,hong kong,asia,Armani Exchange,Asos,"XS, S, M, L, XL",L/ M/ XS/ XL/ S,XS,XL,casual,high,0,1,1,1,1,1,0,0,0,0,0
204378788,Armani Exchange sheer wide leg trousers in black,images.asos-media.com/products/armani-exchange-sheer-wide-leg-trousers-in-black/204378788-1-black,pants,HKD,1888.99,226.679,black,None, polyester   viscose,female,hong kong,asia,Armani Exchange,Asos,"UK 4, UK 6, UK 8, UK 10, UK 12, UK 14, UK 16, UK 18-20",M/ L/ XS/ XL/ S/ 4XL/2XL/ 3XL,XS,4XL,special occasion,medium,0,1,1,1,1,1,1,1,1,0,0
204378682,Armani Exchange mom jeans in light wash blue,images.asos-media.com/products/armani-exchange-mom-jeans-in-light-wash-blue/204378682-1-blue,jeans,HKD,1022.22,122.666,blue,oversized fit, cotton,female,hong kong,asia,Armani Exchange,Asos,"UK 4, UK 6, UK 8, UK 10, UK 12, UK 14, UK 16, UK 18-20",M/ L/ XS/ XL/ S/ 4XL/2XL/ 3XL,XS,4XL,casual,medium,0,1,1,1,1,1,1,1,1,0,0
204378714,Armani Exchange mom fit jeans in mid wash blue,images.asos-media.com/products/armani-exchange-mom-fit-jeans-in-mid-wash-blue/204378714-1-blue,jeans,HKD,1777.99,213.359,blue,regular fit, cotton,female,hong kong,asia,Armani Exchange,Asos,"W24, W25, W26, W27, W28, W29, W30, W31, W32, W33",L/ M/ XS/ XL/ S,XS,XL,casual,medium,0,1,1,1,1,1,0,0,0,0,0
204179442,Armani Exchange logo print trench coat in black,images.asos-media.com/products/armani-exchange-logo-print-trench-coat-in-black/204179442-1-black,jackets,HKD,2455.55,294.666,black,regular fit, polyester   polyamide,female,hong kong,asia,Armani Exchange,Asos,"XS, S, M, L, XL",L/ M/ XS/ XL/ S,XS,XL,casual,low,0,1,1,1,1,1,0,0,0,0,0
204378756,Armani Exchange denim mini dress in light wash blue,images.asos-media.com/products/armani-exchange-denim-mini-dress-in-light-wash-blue/204378756-1-blue,dress,HKD,1022.22,122.666,blue,regular fit, cotton,female,hong kong,asia,Armani Exchange,Asos,"UK 4, UK 6, UK 8, UK 10, UK 12, UK 14, UK 16, UK 18-20",M/ L/ XS/ XL/ S/ 4XL/2XL/ 3XL,XS,4XL,casual,medium,0,1,1,1,1,1,1,1,1,0,0
204750206,BOSS Felva longline cardigan in pastel orange,images.asos-media.com/products/boss-felva-longline-cardigan-in-pastel-orange/204750206-1-orange,cardigan,HKD,2788.99,334.679,orange,regular fit, polyamide   alpaca   wool,female,hong kong,asia,BOSS Orange,Asos,"S, XL, L, M, XS",L/ M/ XS/ XL/ S,XS,XL,casual,low,0,1,1,1,1,1,0,0,0,0,0
204750419,BOSS Firoko knitted dress in red and pink,images.asos-media.com/products/boss-firoko-knitted-dress-in-red-and-pink/204750419-1-red,dress,HKD,2677.99,321.359,red,regular fit, viscose   polyester,female,hong kong,asia,BOSS Orange,Asos,"S, XS, M, XL, L",L/ M/ XS/ XL/ S,XS,XL,casual,medium,0,1,1,1,1,1,0,0,0,0,0
204750558,BOSS Filias printed jumper in white and blue,images.asos-media.com/products/boss-filias-printed-jumper-in-white-and-blue/204750558-1-white,cardigan,HKD,2677.99,321.359,white,oversized fit, polyamide   alpaca   wool,female,hong kong,asia,BOSS Orange,Asos,"S, M, XL, L, XS",L/ M/ XS/ XL/ S,XS,XL,casual,high,0,1,1,1,1,1,0,0,0,0,0
204750542,BOSS Fenniki logo mesh jumper in black,images.asos-media.com/products/boss-fenniki-logo-mesh-jumper-in-black/204750542-1-black,cardigan,HKD,1772.22,212.666,black,oversized fit, polyester,female,hong kong,asia,BOSS Orange,Asos,"L, XL, S, M, XS",L/ M/ XS/ XL/ S,XS,XL,casual,low,0,1,1,1,1,1,0,0,0,0,0
204750345,BOSS Enumber shoulder detail sweatshirt in open white,images.asos-media.com/products/boss-enumber-shoulder-detail-sweatshirt-in-open-white/204750345-1-white,tshirts,HKD,1155.99,138.719,white,regular fit, cotton,female,hong kong,asia,BOSS Orange,Asos,"XS, S, M, L, XL",L/ M/ XS/ XL/ S,XS,XL,casual,medium,0,1,1,1,1,1,0,0,0,0,0
202891427,Calvin Klein logo crop bikini top in black,images.asos-media.com/products/calvin-klein-logo-crop-bikini-top-in-black/202891427-1-black,tops,HKD,588.99,70.679,black ,None, polyamide   elastane,female,hong kong,asia,Calvin Klein,Asos,XS,XS,XS,XS,basic,medium,0,1,0,0,0,0,0,0,0,0,0
203698819,Calvin Klein reimagined sleep sweatshirt in vervain lilac,images.asos-media.com/products/calvin-klein-reimagined-sleep-sweatshirt-in-vervain-lilac/203698819-1-vervainlilac,nightwear,HKD,566.99,68.039,vervain lilac,regular fit, cotton   polyester   elastane,female,hong kong,asia,Calvin Klein,Asos,"S, M, L, XL", S/ XL/ L/M,S,XL,casual,high,0,0,1,1,1,1,0,0,0,0,0
